Time	statistics.connectTime (0)	statistics.connectTime (1)	statistics.connectTime (2)	PeerNetwork.retries (0)	PeerNetwork.retries (1)	PeerNetwork.retries (2)
20240529011302	0	12364.299999982119	2559.800000011921	0	2	0	ok
20240529011321	1102.800000011921	0	1749.699999988079	0	0	0	ok
20240529011331	6307	0	6724.5	1	0	1	ok
20240529011345	11215.199999988079	1053.7000000178814	0	2	0	0	ok
20240529011405	6183.5999999940395	1362.800000011921	0	1	0	0	ok
20240529011420	6489.700000017881	1371	0	1	0	0	ok
20240529011434	1512.4000000059605	6358.0999999940395	0	0	1	0	ok
20240529011449	0	21482.90000000596	10997.600000023842	0	4	2	ok
20240529011519	0	11124.699999988079	6303.200000017881	0	2	1	ok
20240529011538	6409.700000017881	0	6481.4000000059605	1	0	1	ok
20240529011553	1490.7999999821186	0	998.2999999821186	0	0	0	ok
20240529011603	6442.700000017881	0	6045.699999988079	1	0	1	ok
20240529011617	1827.6000000238419	0	5998.100000023842	0	0	1	ok
20240529011632	1686.9000000059605	0	6146.5	0	0	1	ok
20240529011646	0	1338.5	1183.199999988079	0	0	0	ok
20240529011656	1085.1000000238419	0	6370.4000000059605	0	0	1	ok
20240529011710	0	1060	1461.4000000059605	0	0	0	ok
20240529011720	1667.4000000059605	0	1426.199999988079	0	0	0	ok
20240529011729	1559.5	0	1278	0	0	0	ok
20240529011739	1027.300000011921	1773	0	0	0	0	ok
20240529011748	1220.5999999940395	1353.2999999821186	0	0	0	0	ok
20240529011758	0	1713.5999999940395	6564.5999999940395	0	0	1	ok
20240529011813	6662.4000000059605	16164.600000023842	0	1	3	0	ok
20240529011837	0	6082.9000000059605	11456.800000011921	0	1	4	ok
20240529011857	0	1045.7000000178814	6684.899999976158	0	0	2	ok
20240529011912	6232.9000000059605	1573.199999988079	0	1	0	0	ok
20240529011927	1361.300000011921	0	11424.40000000596	0	0	3	ok
20240529011946	1125.7000000178814	6489.200000017881	0	0	2	0	ok
20240529012001	11377.09999999404	0	6194.199999988079	2	0	1	ok
20240529012021	1796.9000000059605	1571.8999999761581	0	0	0	0	ok
20240529012030	1759	1059.2999999821186	0	0	0	0	ok
20240529012040	1610.4000000059605	6176.199999988079	0	0	1	0	ok
20240529012054	1846.699999988079	0	1050	0	0	0	ok
20240529012104	1608.2999999821186	1787.800000011921	0	0	0	0	ok
20240529012113	1838.7000000178814	1287.5999999940395	0	0	0	0	ok
20240529012123	2904.4000000059605	3118.300000011921	0	0	0	0	ok
20240529012135	11453.40000000596	0	1316.5	2	0	0	ok
20240529012155	6067.4000000059605	6115.5999999940395	0	1	1	0	ok
20240529012209	1363.5	6478.5	0	0	2	0	ok
20240529012224	21752	0	995	4	0	0	ok
20240529012254	6694.699999988079	11192.699999988079	0	1	2	0	ok
20240529012314	6101.9000000059605	6783.699999988079	0	1	1	0	ok
20240529012328	0	6824	1326.9000000059605	0	2	0	ok
20240529012343	1051.2999999821186	6705.5	0	0	1	0	ok
20240529012358	11190.699999988079	6303.700000017881	0	3	1	0	ok
20240529012417	6215.700000017881	1039.0999999940395	0	1	0	0	ok
20240529012432	1355.2000000178814	0	1405.0999999940395	0	0	0	ok
20240529012441	1107.0999999940395	11221.700000017881	0	0	2	0	ok
20240529012501	1439	6575.799999982119	0	0	1	0	ok
20240529012516	1823	0	1688.9000000059605	0	0	0	ok
20240529012525	1796.699999988079	0	1032.800000011921	0	0	0	ok
20240529012535	1732.5999999940395	0	1300.199999988079	0	0	0	ok
20240529012544	7371	0	2798.100000023842	1	0	0	ok
20240529012559	1216.5	1049	0	0	0	0	ok
20240529012609	1383.5999999940395	0	1487.800000011921	0	0	0	ok
20240529012618	1397.5999999940395	0	6471.5	0	0	2	ok
20240529012633	1361.5	1371.7999999821186	0	0	0	0	ok
20240529012642	6077.199999988079	6202.799999982119	0	1	1	0	ok
20240529012657	0	6385.4000000059605	6174.0999999940395	0	1	1	ok
20240529012712	1613.5	0	1163.5	0	0	0	ok
20240529012721	1660.7000000178814	1784.0999999940395	0	0	0	0	ok
20240529012731	1601.9000000059605	1811	0	0	0	0	ok
20240529012740	0	1478.8999999761581	1329.3999999761581	0	0	0	ok
20240529012750	0	7877	2373.4000000059605	0	1	0	ok
20240529012807	2486.5	0	2857	0	0	0	ok
20240529012819	1811.6000000238419	0	1318.7999999821186	0	0	0	ok
20240529012829	2209.0999999940395	2614.9000000059605	0	0	0	0	ok
20240529012841	0	1604.800000011921	1172.5999999940395	0	0	0	ok
20240529012850	0	6227.5	6079	0	1	1	ok
20240529012905	1069.7000000178814	6162.5999999940395	0	0	1	0	ok
20240529012919	11211.299999982119	1033.1000000238419	0	2	0	0	ok
20240529012939	6491.399999976158	1069.199999988079	0	1	0	0	ok
20240529012954	0	1733.5	6412.199999988079	0	0	1	ok
20240529013008	0	11484.59999999404	11021	0	2	2	ok
20240529013028	6492.5	6345.4000000059605	0	1	1	0	ok
20240529013043	6197.300000011921	0	1254.5999999940395	1	0	0	ok
20240529013057	1075.4000000059605	6159.5999999940395	0	0	1	0	ok
20240529013112	26666	1184.5999999940395	0	5	0	0	ok
20240529013147	1734	6060.600000023842	0	0	1	0	ok
20240529013201	0	1046.300000011921	6467.800000011921	0	0	1	ok
20240529013216	1519.9000000059605	1338.4000000059605	0	0	0	0	ok
20240529013225	1840.1000000238419	6338.5	0	0	1	0	ok
20240529013240	0	11611.199999988079	1167.9000000059605	0	2	0	ok
20240529013300	6193.299999982119	1053.0999999940395	0	1	0	0	ok
20240529013314	1654.5	1494	0	0	0	0	ok
20240529013324	1084.0999999940395	1508.3999999761581	0	0	0	0	ok
20240529013333	1644.699999988079	11746	0	0	2	0	ok
20240529013353	1092.0999999940395	0	11512.799999982119	0	0	3	ok
20240529013412	0	11212.300000011921	1035.4000000059605	0	4	0	ok
20240529013432	0	11132.299999982119	11195.199999988079	0	2	3	ok
20240529013452	6089.299999982119	11450	0	1	3	0	ok
20240529013512	1795.5999999940395	6016.300000011921	0	0	1	0	ok
20240529013526	0	10982.799999982119	6162.4000000059605	0	2	1	ok
20240529013546	0	1327.300000011921	1400.2999999821186	0	0	0	ok
20240529013556	0	1812.9000000059605	1311.0999999940395	0	0	0	ok
20240529013605	1801.699999988079	1047.800000011921	0	0	0	0	ok
20240529013615	1525.5	1680.199999988079	0	0	0	0	ok
20240529013624	1445.5	0	1360.9000000059605	0	0	0	ok
20240529013634	7633.799999982119	0	2665.300000011921	1	0	0	ok
20240529013651	6216.800000011921	1053.7999999821186	0	1	0	0	ok
20240529013705	1823.5	0	1017.4000000059605	0	0	0	ok
20240529013715	1895.300000011921	1659.5	0	0	0	0	ok
20240529013724	1857.7999999821186	0	1304.4000000059605	0	0	0	ok
20240529013734	1777	0	1049.2000000178814	0	0	0	ok
20240529013743	1621.1000000238419	1724.0999999940395	0	0	0	0	ok
20240529013753	0	6784.5999999940395	1047	0	2	0	ok
20240529013807	1623.5	1792.300000011921	0	0	0	0	ok
20240529013817	1489.5	1046.300000011921	0	0	0	0	ok
20240529013826	1074.4000000059605	0	11422.600000023842	0	0	4	ok
20240529013846	11187	0	1031.800000011921	3	0	0	ok
20240529013906	1658	11172.90000000596	0	0	2	0	ok
20240529013926	1058.9000000059605	1399.5	0	0	0	0	ok
20240529013935	2640.5	0	8014.200000017881	0	0	1	ok
20240529013952	6484.4000000059605	1037.4000000059605	0	1	0	0	ok
20240529014007	0	1083.1000000238419	1793.7999999821186	0	0	0	ok
20240529014016	6046	1811.5	0	1	0	0	ok
20240529014031	0	1494.4000000059605	6276.699999988079	0	0	1	ok
20240529014045	1503.199999988079	1599.699999988079	0	0	0	0	ok
20240529014055	0	6046.800000011921	1804.2000000178814	0	1	0	ok
20240529014109	6490.799999982119	0	6337.299999982119	1	0	1	ok
20240529014124	11841.09999999404	11581.399999976158	0	2	2	0	ok
20240529014144	1804.2000000178814	1637.5	0	0	0	0	ok
20240529014153	6669.0999999940395	0	16118.5	1	0	5	ok
20240529014218	6618.199999988079	1378.300000011921	0	1	0	0	ok
20240529014233	6520.299999982119	0	6023.899999976158	2	0	1	ok
20240529014247	21863.30000001192	0	1359.3999999761581	4	0	0	ok
20240529014317	0	1039.0999999940395	11188.800000011921	0	0	3	ok
20240529014337	0	26133.899999976158	1308.199999988079	0	6	0	ok
20240529014412	1524.199999988079	6020.0999999940395	0	0	1	0	ok
20240529014427	21176.69999998808	0	1014.5	5	0	0	ok
20240529014457	1085.5	6187.299999982119	0	0	1	0	ok
20240529014511	6208.100000023842	6375.899999976158	0	1	1	0	ok
20240529014526	0	1088.699999988079	6732.9000000059605	0	0	2	ok
20240529014541	6856.899999976158	0	1039.699999988079	1	0	0	ok
20240529014555	0	1298.300000011921	6126.699999988079	0	0	1	ok
20240529014610	16644.09999999404	6144.300000011921	0	3	1	0	ok
20240529014635	0	1318.699999988079	1663	0	0	0	ok
20240529014644	0	6280.200000017881	1765.2000000178814	0	1	0	ok
20240529014659	0	11405.5	1009.8999999761581	0	2	0	ok
20240529014718	0	6163.199999988079	6034.199999988079	0	1	1	ok
20240529014733	0	1645.699999988079	1172.4000000059605	0	0	0	ok
20240529014743	0	1692.2999999821186	11642.40000000596	0	0	2	ok
20240529014802	6447.800000011921	1362.4000000059605	0	1	0	0	ok
20240529014817	1535.4000000059605	1084.5999999940395	0	0	0	0	ok
20240529014826	0	1639.5999999940395	1683.4000000059605	0	0	0	ok
20240529014836	1693.4000000059605	0	1810.2000000178814	0	0	0	ok
20240529014845	1796.8999999761581	0	1014.5999999940395	0	0	0	ok
20240529014855	1103.7999999821186	1527.4000000059605	0	0	0	0	ok
20240529014904	0	2380.199999988079	7800.0999999940395	0	0	1	ok
20240529014921	0	1069.199999988079	1160.5	0	0	0	ok
20240529014931	1493	6040.800000011921	0	0	1	0	ok
20240529014946	0	1347	1769	0	0	0	ok
20240529014955	0	1367.800000011921	1461.2999999821186	0	0	0	ok
20240529015004	1469.4000000059605	0	6042.700000017881	0	0	1	ok
20240529015019	0	1524.699999988079	6018	0	0	1	ok
20240529015034	2635.399999976158	3017	0	0	0	0	ok
20240529015046	1793	0	1342.7999999821186	0	0	0	ok
20240529015055	12465.699999988079	2926.9000000059605	0	2	0	0	ok
20240529015115	1062.6000000238419	6174.9000000059605	0	0	1	0	ok
20240529015130	1792.1000000238419	1068.7999999821186	0	0	0	0	ok
20240529015139	1402.1000000238419	0	6441.800000011921	0	0	1	ok
20240529015154	6478	1357.9000000059605	0	1	0	0	ok
20240529015208	6323.699999988079	6467.5999999940395	0	1	1	0	ok
20240529015223	0	1510.699999988079	1012	0	0	0	ok
20240529015232	1507.5999999940395	1339.5999999940395	0	0	0	0	ok
20240529015242	1645.0999999940395	0	1411.4000000059605	0	0	0	ok
20240529015251	1088.699999988079	0	1164.699999988079	0	0	0	ok
20240529015301	0	1228	6280.299999982119	0	0	1	ok
20240529015315	1225.5999999940395	1051.5	0	0	0	0	ok
20240529015325	0	1100.9000000059605	6151.699999988079	0	0	1	ok
20240529015339	11186	0	1052.6000000238419	2	0	0	ok
20240529015359	11045.800000011921	1428.800000011921	0	2	0	0	ok
20240529015418	0	16500.09999999404	1036.5999999940395	0	5	0	ok
20240529015443	1060.800000011921	0	16126.59999999404	0	0	4	ok
20240529015508	0	1045.800000011921	1763.0999999940395	0	0	0	ok
20240529015517	1705.5999999940395	0	1815	0	0	0	ok
20240529015527	1113.4000000059605	0	6167.299999982119	0	0	2	ok
20240529015542	0	1362.0999999940395	6148.200000017881	0	0	1	ok
20240529015556	0	1087.0999999940395	6495.4000000059605	0	0	1	ok
20240529015611	6872.5999999940395	1085.0999999940395	0	2	0	0	ok
20240529015625	1064.800000011921	6817.4000000059605	0	0	2	0	ok
20240529015640	6391.700000017881	1793.300000011921	0	1	0	0	ok
20240529015654	6049.399999976158	0	11100.700000017881	1	0	2	ok
20240529015714	1597	6732.9000000059605	0	0	1	0	ok
20240529015729	0	6746.200000017881	1072.300000011921	0	1	0	ok
20240529015743	0	1267.5999999940395	1178.300000011921	0	0	0	ok
20240529015753	1815.2000000178814	1365.5	0	0	0	0	ok
20240529015802	1518.7999999821186	1072.9000000059605	0	0	0	0	ok
20240529015812	1383.9000000059605	1749.699999988079	0	0	0	0	ok
20240529015821	0	1639.5999999940395	6149.699999988079	0	0	1	ok
20240529015836	0	1081.4000000059605	11166.5	0	0	3	ok
20240529015855	1787	1069.9000000059605	0	0	0	0	ok
20240529015905	0	6074.5999999940395	6159.4000000059605	0	1	1	ok
20240529015919	0	1671.2000000178814	6439.600000023842	0	0	2	ok
20240529015934	0	6452.200000017881	1045.5	0	1	0	ok
20240529015949	1206.5	11025.699999988079	0	0	2	0	ok
20240529020008	2759.5	2865.2999999821186	0	0	0	0	ok
20240529020020	1549.9000000059605	1365.0999999940395	0	0	0	0	ok
20240529020030	0	6628.9000000059605	6157.4000000059605	0	1	1	ok
20240529020045	1466.9000000059605	10984.5	0	0	2	0	ok
20240529020104	0	6317.799999982119	11181.799999982119	0	1	3	ok
20240529020124	1551.699999988079	6351	0	0	1	0	ok
20240529020138	0	6756.9000000059605	6016.9000000059605	0	1	1	ok
20240529020153	1099.4000000059605	1500.9000000059605	0	0	0	0	ok
20240529020203	6333.299999982119	0	6182.700000017881	1	0	1	ok
20240529020217	6798.200000017881	0	1261.5999999940395	2	0	0	ok
20240529020232	6193.5999999940395	1065.699999988079	0	1	0	0	ok
20240529020247	1306.2000000178814	0	11137.300000011921	0	0	3	ok
20240529020306	1065.300000011921	11514.300000011921	0	0	2	0	ok
20240529020326	6055.800000011921	0	6446.700000017881	1	0	1	ok
20240529020341	1812.5	0	6350.0999999940395	0	0	1	ok
20240529020355	1624.0999999940395	0	6672.5999999940395	0	0	1	ok
20240529020410	2516.4000000059605	0	7106.100000023842	0	0	1	ok
20240529020425	0	6494.9000000059605	1043.2999999821186	0	1	0	ok
20240529020439	2716.399999976158	0	2770.399999976158	0	0	0	ok
20240529020451	11241.40000000596	6041.5	0	2	1	0	ok
20240529020511	1498.300000011921	1031.9000000059605	0	0	0	0	ok
20240529020520	3081.5	2905.7000000178814	0	0	0	0	ok
20240529020532	0	11055.40000000596	26158.09999999404	0	2	5	ok
20240529020607	0	1018	6182.699999988079	0	0	1	ok
20240529020622	1084.5999999940395	0	6440.5	0	0	1	ok
20240529020637	6357.299999982119	11169.40000000596	0	1	2	0	ok
20240529020656	11231.600000023842	1082.9000000059605	0	4	0	0	ok
20240529020716	6339.4000000059605	6411.200000017881	0	1	1	0	ok
20240529020731	6436.5	1046.9000000059605	0	2	0	0	ok
20240529020745	0	6423.799999982119	1019.8999999761581	0	1	0	ok
20240529020800	0	1522	1056.2999999821186	0	0	0	ok
20240529020809	1392.2000000178814	1441.199999988079	0	0	0	0	ok
20240529020819	1739.0999999940395	1044.4000000059605	0	0	0	0	ok
20240529020828	1516.7999999821186	1598.2000000178814	0	0	0	0	ok
20240529020838	1379.4000000059605	0	1723.9000000059605	0	0	0	ok
20240529020847	0	6522.700000017881	1031.2000000178814	0	2	0	ok
20240529020902	1534.2999999821186	6034.4000000059605	0	0	1	0	ok
20240529020917	1768.4000000059605	0	6339.399999976158	0	0	1	ok
20240529020931	0	6161.5	1236.2000000178814	0	1	0	ok
20240529020946	7318.5999999940395	0	2435.5	1	0	0	ok
20240529021000	0	1316.2000000178814	6766.9000000059605	0	0	2	ok
20240529021015	7735.800000011921	0	7761.0999999940395	1	0	1	ok
20240529021032	1299	6179.199999988079	0	0	1	0	ok
20240529021047	0	1487.5	11337.40000000596	0	0	2	ok
20240529021107	1406.9000000059605	0	21199.30000001192	0	0	4	ok
20240529021136	0	7909.0999999940395	7468.600000023842	0	1	1	ok
20240529021154	1695.5	1743.3999999761581	0	0	0	0	ok
20240529021203	0	11009.700000017881	6756.5	0	2	1	ok
20240529021223	1065.9000000059605	0	6152.5	0	0	1	ok
20240529021238	1434.4000000059605	0	6467.5	0	0	1	ok
20240529021252	0	1287.5999999940395	11101.300000011921	0	0	2	ok
20240529021312	0	6394.199999988079	1459	0	1	0	ok
20240529021326	6188.199999988079	5997.199999988079	0	1	1	0	ok
20240529021341	0	11041.09999999404	1474.300000011921	0	2	0	ok
20240529021401	6239.0999999940395	0	1272.5	1	0	0	ok
20240529021415	6074.0999999940395	6801.4000000059605	0	1	2	0	ok
20240529021430	1428.199999988079	6765.800000011921	0	0	2	0	ok
20240529021445	6489.700000017881	6567.5	0	1	1	0	ok
20240529021500	1485.199999988079	1578.9000000059605	0	0	0	0	ok
20240529021509	1803.300000011921	0	1302.5999999940395	0	0	0	ok
20240529021519	0	1320.5	6157.899999976158	0	0	1	ok
20240529021533	0	1768.5999999940395	1016.8000000119209	0	0	0	ok
20240529021543	11155.09999999404	1032.199999988079	0	2	0	0	ok
20240529021602	6205.300000011921	0	1331	1	0	0	ok
20240529021617	0	6782.200000017881	6026.799999982119	0	2	1	ok
20240529021632	1077.9000000059605	0	1198.5	0	0	0	ok
20240529021641	0	6188.700000017881	1391.8999999761581	0	1	0	ok
20240529021656	1564.7000000178814	1642.300000011921	0	0	0	0	ok
20240529021705	0	1187.8999999761581	1546.5999999940395	0	0	0	ok
20240529021715	1322.7999999821186	1773.5999999940395	0	0	0	0	ok
20240529021724	1064.199999988079	0	6093.0999999940395	0	0	1	ok
20240529021739	1309.6000000238419	6194.300000011921	0	0	1	0	ok
20240529021753	0	1338.4000000059605	11202.700000017881	0	0	4	ok
20240529021813	6205.9000000059605	0	1032.699999988079	1	0	0	ok
20240529021827	0	11197.699999988079	6272.300000011921	0	2	1	ok
20240529021847	0	6016.800000011921	6427.899999976158	0	1	1	ok
20240529021902	2322.100000023842	7757.5999999940395	0	0	2	0	ok
20240529021919	0	2949.5999999940395	2494.199999988079	0	0	0	ok
20240529021931	6325	1864.800000011921	0	1	0	0	ok
20240529021946	0	1263.699999988079	1062.5	0	0	0	ok
20240529021955	6452.700000017881	1310.2000000178814	0	1	0	0	ok
20240529022010	1537.4000000059605	0	1329.7999999821186	0	0	0	ok
20240529022020	1392.5999999940395	0	6745.9000000059605	0	0	1	ok
20240529022034	0	11715.5	16266.200000017881	0	2	3	ok
20240529022059	6633.300000011921	0	6822.5	1	0	2	ok
20240529022114	6646	16223.90000000596	0	1	3	0	ok
20240529022138	6537.4000000059605	16054.59999999404	0	1	3	0	ok
20240529022203	6050.9000000059605	16144	0	1	4	0	ok
20240529022228	0	1087.199999988079	6758.5	0	0	2	ok
20240529022243	0	6701.699999988079	1599	0	2	0	ok
20240529022257	1513.9000000059605	0	1014.5	0	0	0	ok
20240529022307	0	6737.4000000059605	1073.5999999940395	0	2	0	ok
20240529022321	1041.2999999821186	6426.9000000059605	0	0	1	0	ok
20240529022336	6065.799999982119	6805.700000017881	0	1	1	0	ok
20240529022351	6836.200000017881	6618.5999999940395	0	1	1	0	ok
20240529022405	1341	0	11153.300000011921	0	0	2	ok
20240529022425	1659.1000000238419	6516.9000000059605	0	0	2	0	ok
20240529022440	11485.800000011921	11059.09999999404	0	2	2	0	ok
20240529022459	0	1073.7999999821186	6475.0999999940395	0	0	2	ok
20240529022514	1345.7000000178814	0	1755.5999999940395	0	0	0	ok
20240529022523	6809.300000011921	0	1645.0999999940395	2	0	0	ok
20240529022538	1071.699999988079	1783.800000011921	0	0	0	0	ok
20240529022547	6104.800000011921	6802.5	0	1	2	0	ok
20240529022602	1100.7000000178814	0	6125.5999999940395	0	0	1	ok
20240529022617	1325.6000000238419	1708.0999999940395	0	0	0	0	ok
20240529022626	1202.2999999821186	1084.2000000178814	0	0	0	0	ok
20240529022636	0	6200	1024.0999999940395	0	1	0	ok
20240529022651	1071.800000011921	1764.9000000059605	0	0	0	0	ok
20240529022700	1404.699999988079	1505.300000011921	0	0	0	0	ok
20240529022710	1406.4000000059605	1829.2000000178814	0	0	0	0	ok
20240529022719	0	1798.199999988079	1575	0	0	0	ok
20240529022729	0	1277.800000011921	6474	0	0	1	ok
20240529022743	0	1389.4000000059605	6156.800000011921	0	0	1	ok
20240529022758	1077.800000011921	6705.700000017881	0	0	2	0	ok
20240529022812	2704.7999999821186	2893.399999976158	0	0	0	0	ok
20240529022824	1639.7000000178814	0	6501.199999988079	0	0	1	ok
20240529022839	0	11796.700000017881	995.0999999940395	0	2	0	ok
20240529022859	1092.699999988079	0	6139.4000000059605	0	0	1	ok
20240529022913	1087.4000000059605	6509.9000000059605	0	0	1	0	ok
20240529022928	0	6195.200000017881	1302.5999999940395	0	1	0	ok
20240529022942	1505.800000011921	1063.0999999940395	0	0	0	0	ok
20240529022952	0	1058.5	6158	0	0	1	ok
20240529023007	16199.59999999404	1013.2999999821186	0	3	0	0	ok
20240529023031	1674.5	0	11129.700000017881	0	0	2	ok
20240529023051	1400.9000000059605	1783.0999999940395	0	0	0	0	ok
20240529023100	6075.100000023842	6152.700000017881	0	1	1	0	ok
20240529023115	1342.5	1198.800000011921	0	0	0	0	ok
20240529023125	6084.0999999940395	0	1388.199999988079	1	0	0	ok
20240529023139	0	1386.7999999821186	11448	0	0	2	ok
20240529023159	1851.199999988079	6110.0999999940395	0	0	1	0	ok
20240529023213	1094.7000000178814	0	6738.199999988079	0	0	1	ok
20240529023228	1522.1000000238419	0	6283.5999999940395	0	0	1	ok
20240529023242	1509.2999999821186	0	1354.199999988079	0	0	0	ok
20240529023252	1731	0	6271.4000000059605	0	0	1	ok
20240529023306	11234	0	1588.2000000178814	2	0	0	ok
20240529023326	6547.700000017881	0	1377.9000000059605	2	0	0	ok
20240529023341	1090.5	0	11093.199999988079	0	0	2	ok
20240529023400	6415.199999988079	1721.800000011921	0	1	0	0	ok
20240529023415	0	1627.8999999761581	6138.9000000059605	0	0	1	ok
20240529023430	0	6373.899999976158	11169.299999982119	0	1	2	ok
20240529023449	0	1876.0999999940395	1500.6000000238419	0	0	0	ok
20240529023459	6850.299999982119	6346	0	2	1	0	ok
20240529023513	0	1819.699999988079	26011.59999999404	0	0	5	ok
20240529023548	0	6406	1240.7999999821186	0	1	0	ok
20240529023603	0	6425.399999976158	6550.300000011921	0	1	1	ok
20240529023618	11398.100000023842	11162.90000000596	0	2	2	0	ok
20240529023637	1084.2999999821186	0	6459.699999988079	0	0	2	ok
20240529023652	0	1042	1180	0	0	0	ok
20240529023701	6426.4000000059605	11135.200000017881	0	1	3	0	ok
20240529023721	16510.30000001192	1063.300000011921	0	3	0	0	ok
20240529023746	2874.4000000059605	0	2443.9000000059605	0	0	0	ok
20240529023758	1720.5999999940395	0	1752.5	0	0	0	ok
20240529023807	0	5995.5999999940395	1513.5	0	1	0	ok
20240529023822	0	6469.5999999940395	1337.2000000178814	0	1	0	ok
20240529023837	6185.5	0	1026.0999999940395	1	0	0	ok
20240529023851	6524.5999999940395	0	1382.0999999940395	2	0	0	ok
20240529023906	1377.9000000059605	0	1500.7000000178814	0	0	0	ok
20240529023915	6460.5	0	978	1	0	0	ok
20240529023930	6517.5999999940395	0	1069.199999988079	1	0	0	ok
20240529023945	6155.299999982119	0	6775.800000011921	1	0	2	ok
20240529023959	7403.100000023842	7218.300000011921	0	1	1	0	ok
20240529024014	0	6206.300000011921	1035.199999988079	0	1	0	ok
20240529024028	7397.5999999940395	2885.600000023842	0	1	0	0	ok
20240529024043	0	1357.0999999940395	1376.2999999821186	0	0	0	ok
20240529024053	0	1544	11033.299999982119	0	0	2	ok
20240529024112	1792.4000000059605	1019.5999999940395	0	0	0	0	ok
20240529024122	2484.300000011921	0	7463.5	0	0	1	ok
20240529024136	6444.5999999940395	6563.0999999940395	0	1	1	0	ok
20240529024151	2951.800000011921	7986.9000000059605	0	0	1	0	ok
20240529024208	1068	11737.90000000596	0	0	3	0	ok
20240529024228	0	1389.6000000238419	6476.5	0	0	2	ok
20240529024243	1121.7999999821186	1821.5	0	0	0	0	ok
20240529024252	6601	0	6776.299999982119	1	0	1	ok
20240529024307	0	1528.800000011921	1300.4000000059605	0	0	0	ok
20240529024316	1546.699999988079	1672.5999999940395	0	0	0	0	ok
20240529024326	6132.0999999940395	0	1263.0999999940395	1	0	0	ok
20240529024340	0	1509.8999999761581	1399.9000000059605	0	0	0	ok
20240529024350	6196	1746.0999999940395	0	1	0	0	ok
20240529024404	6203.699999988079	0	1000	1	0	0	ok
20240529024419	0	1327	1393.7000000178814	0	0	0	ok
20240529024428	0	2532.0999999940395	7641.100000023842	0	0	1	ok
20240529024446	1682.4000000059605	1781.5	0	0	0	0	ok
20240529024455	1433.9000000059605	0	1191.9000000059605	0	0	0	ok
20240529024505	1730.800000011921	0	1605.2000000178814	0	0	0	ok
20240529024514	6248	1320.300000011921	0	1	0	0	ok
20240529024529	0	6837.200000017881	6339.9000000059605	0	2	1	ok
20240529024543	1244.5	1384.7999999821186	0	0	0	0	ok
20240529024553	1831.2999999821186	6044.5999999940395	0	0	1	0	ok
20240529024607	1679.5999999940395	0	1764.5	0	0	0	ok
20240529024617	0	1368.4000000059605	11152.59999999404	0	0	2	ok
20240529024636	6408.399999976158	1212.5	0	1	0	0	ok
20240529024651	1093.4000000059605	0	6187.200000017881	0	0	2	ok
20240529024706	2635.9000000059605	3106.9000000059605	0	0	0	0	ok
20240529024718	1828.4000000059605	0	16041	0	0	3	ok
20240529024742	0	1717.199999988079	1594.699999988079	0	0	0	ok
20240529024752	0	1074.199999988079	6158.799999982119	0	0	2	ok
20240529024807	0	6720.800000011921	1553.2000000178814	0	1	0	ok
20240529024821	1399.5	1532.3999999761581	0	0	0	0	ok
20240529024831	0	11516.800000011921	6017.600000023842	0	2	1	ok
20240529024850	11016.699999988079	1773.9000000059605	0	2	0	0	ok
20240529024910	1524.800000011921	0	1326	0	0	0	ok
20240529024920	1805.800000011921	0	1001.1999999880791	0	0	0	ok
20240529024929	0	1277.800000011921	1369.699999988079	0	0	0	ok
20240529024939	0	6064.9000000059605	1487.800000011921	0	1	0	ok
20240529024953	1122.4000000059605	6172.800000011921	0	0	1	0	ok
20240529025008	1563.0999999940395	0	1315.4000000059605	0	0	0	ok
20240529025017	0	11180.199999988079	1634.9000000059605	0	2	0	ok
20240529025037	6500	1336.800000011921	0	2	0	0	ok
20240529025051	1133.9000000059605	6527.4000000059605	0	0	1	0	ok
20240529025106	1365.4000000059605	6678.300000011921	0	0	1	0	ok
20240529025121	0	11524.59999999404	1020.4000000059605	0	3	0	ok
20240529025140	1789.0999999940395	0	1278.5999999940395	0	0	0	ok
20240529025150	0	1840.300000011921	6042.600000023842	0	0	1	ok
20240529025205	1349.1000000238419	6171.699999988079	0	0	2	0	ok
20240529025219	6223.800000011921	0	949	1	0	0	ok
20240529025234	1092	11483.5	0	0	4	0	ok
20240529025253	11216.5	0	1577.7999999821186	2	0	0	ok
20240529025313	6259.5999999940395	0	1575	2	0	0	ok
20240529025328	0	11731.299999982119	1028.5	0	2	0	ok
20240529025348	11420.200000017881	1210	0	2	0	0	ok
20240529025407	7333.300000011921	0	2774.9000000059605	2	0	0	ok
20240529025422	11522.200000017881	11666.800000011921	0	2	2	0	ok
20240529025442	1676.5999999940395	16173.5	0	0	5	0	ok
20240529025506	1070.7999999821186	0	6185.800000011921	0	0	2	ok
20240529025521	0	11632.40000000596	1480.2999999821186	0	2	0	ok
20240529025541	1384	6455.0999999940395	0	0	1	0	ok
20240529025555	1670.2999999821186	0	6200.4000000059605	0	0	1	ok
20240529025610	1645.199999988079	6786.5	0	0	1	0	ok
20240529025625	0	1087.300000011921	6454	0	0	1	ok
20240529025639	0	1345.7999999821186	1472	0	0	0	ok
20240529025649	6215.9000000059605	6097.800000011921	0	1	1	0	ok
20240529025703	6212.300000011921	0	1011.5999999940395	1	0	0	ok
20240529025718	0	1686.0999999940395	1777.6000000238419	0	0	0	ok
20240529025728	1538	0	1035.8999999761581	0	0	0	ok
20240529025737	6216.5999999940395	0	1341.5	2	0	0	ok
