Time	statistics.connectTime (0)	statistics.connectTime (1)	statistics.connectTime (2)	PeerNetwork.retries (0)	PeerNetwork.retries (1)	PeerNetwork.retries (2)
20240528232758	0	1428.7000000178814	1308.7999999821186	0	0	0	ok
20240528232807	6492.5	1045.4000000059605	0	1	0	0	ok
20240528232822	0	1726.5999999940395	1322.1000000238419	0	0	0	ok
20240528232831	1796.2999999821186	0	971.7999999821186	0	0	0	ok
20240528232841	1344.5	0	1149.3999999761581	0	0	0	ok
20240528232850	0	1756.5	985.6999999880791	0	0	0	ok
20240528232900	6207.600000023842	0	1315.800000011921	1	0	0	ok
20240528232914	1725.5	0	6049.600000023842	0	0	1	ok
20240528232929	1477.2999999821186	1043.3999999761581	0	0	0	0	ok
20240528232938	0	6490.800000011921	1029.2999999821186	0	1	0	ok
20240528232953	1358.4000000059605	1493.9000000059605	0	0	0	0	ok
20240528233003	6059.5999999940395	16524.09999999404	0	1	3	0	ok
20240528233027	6342	0	11490.800000011921	1	0	3	ok
20240528233047	0	8096.4000000059605	7324.5	0	2	1	ok
20240528233104	6134.9000000059605	0	988.5999999940395	1	0	0	ok
20240528233119	0	1461	990.4000000059605	0	0	0	ok
20240528233128	1064.4000000059605	1455.9000000059605	0	0	0	0	ok
20240528233138	1387.5	1459.5	0	0	0	0	ok
20240528233147	1513.7000000178814	1026	0	0	0	0	ok
20240528233157	1532.300000011921	0	1606.800000011921	0	0	0	ok
20240528233206	0	1523	6333.800000011921	0	0	1	ok
20240528233221	1414.9000000059605	0	6306.699999988079	0	0	1	ok
20240528233235	6191	0	6313.399999976158	2	0	1	ok
20240528233250	1205.199999988079	1041.7000000178814	0	0	0	0	ok
20240528233300	26216.80000001192	1324.2000000178814	0	7	0	0	ok
20240528233334	11481.90000000596	0	1308.5	2	0	0	ok
20240528233354	6809.700000017881	1024	0	1	0	0	ok
20240528233409	1091.300000011921	0	6497.4000000059605	0	0	1	ok
20240528233423	0	6507.300000011921	6574.4000000059605	0	1	1	ok
20240528233438	1549.699999988079	6363.300000011921	0	0	1	0	ok
20240528233453	1640	1187.5999999940395	0	0	0	0	ok
20240528233502	16786.40000000596	1627.2999999821186	0	4	0	0	ok
20240528233527	6193	0	6019.200000017881	1	0	1	ok
20240528233541	1096.0999999940395	0	1741	0	0	0	ok
20240528233551	0	6178	976.7999999821186	0	1	0	ok
20240528233605	1443.9000000059605	6351.5999999940395	0	0	1	0	ok
20240528233620	0	6361.800000011921	1449.2000000178814	0	1	0	ok
20240528233634	11740.700000017881	6077.700000017881	0	2	1	0	ok
20240528233654	0	6654.4000000059605	1720.2999999821186	0	1	0	ok
20240528233709	0	6735.700000017881	11642.90000000596	0	1	2	ok
20240528233729	2172	7605.5	0	0	1	0	ok
20240528233746	0	7513.199999988079	22305.30000001192	0	1	4	ok
20240528233816	6383.4000000059605	11764.40000000596	0	1	2	0	ok
20240528233835	1560.7000000178814	1353	0	0	0	0	ok
20240528233845	16497.600000023842	0	985	3	0	0	ok
20240528233909	1811.1000000238419	6332.0999999940395	0	0	1	0	ok
20240528233924	1496.300000011921	0	1262	0	0	0	ok
20240528233933	0	11366	1744.699999988079	0	2	0	ok
20240528233953	6441.5999999940395	1066.5	0	1	0	0	ok
20240528234008	16492.5	0	1321.9000000059605	3	0	0	ok
20240528234032	6081	1452.9000000059605	0	1	0	0	ok
20240528234047	0	6601.199999988079	21755.09999999404	0	1	5	ok
20240528234117	0	6143.5	5959.4000000059605	0	1	1	ok
20240528234131	1373.699999988079	0	6139.399999976158	0	0	1	ok
20240528234146	16156.100000023842	1081	0	3	0	0	ok
20240528234210	0	1032.6000000238419	1757.2999999821186	0	0	0	ok
20240528234220	1058.2000000178814	1450.699999988079	0	0	0	0	ok
20240528234229	1349.8999999761581	11449.699999988079	0	0	2	0	ok
20240528234249	1770.7999999821186	0	5991.600000023842	0	0	1	ok
20240528234304	0	6500	1650.699999988079	0	1	0	ok
20240528234319	6114.699999988079	1346.1000000238419	0	1	0	0	ok
20240528234333	1196.2000000178814	0	1271.0999999940395	0	0	0	ok
20240528234343	1168.5	0	1827.2000000178814	0	0	0	ok
20240528234352	6139.100000023842	6875.100000023842	0	1	1	0	ok
20240528234407	2998.300000011921	0	2753.699999988079	0	0	0	ok
20240528234419	1105.300000011921	1779.800000011921	0	0	0	0	ok
20240528234429	6620.9000000059605	0	1784.5	1	0	0	ok
20240528234443	11556.90000000596	0	1344.699999988079	2	0	0	ok
20240528234503	6911.100000023842	1144.4000000059605	0	2	0	0	ok
20240528234517	1523.7000000178814	1112.300000011921	0	0	0	0	ok
20240528234527	1714.199999988079	0	1558.800000011921	0	0	0	ok
20240528234537	1175.199999988079	0	6262.300000011921	0	0	2	ok
20240528234551	11263.09999999404	0	1130.0999999940395	3	0	0	ok
20240528234611	1601.5	0	1077.2000000178814	0	0	0	ok
20240528234620	2596.300000011921	0	7659.5	0	0	1	ok
20240528234638	2936.5	2444.5	0	0	0	0	ok
20240528234650	1772.5	0	1569.300000011921	0	0	0	ok
20240528234659	2580.0999999940395	2606.800000011921	0	0	0	0	ok
20240528234711	1937.0999999940395	6134.200000017881	0	0	1	0	ok
20240528234726	0	1460.800000011921	1704.9000000059605	0	0	0	ok
20240528234735	6464.199999988079	1853.699999988079	0	1	0	0	ok
20240528234750	1169.199999988079	1840.9000000059605	0	0	0	0	ok
20240528234759	0	1107.2999999821186	1514.699999988079	0	0	0	ok
20240528234809	6291.0999999940395	0	1661.9000000059605	1	0	0	ok
20240528234823	1178.8999999761581	1871.199999988079	0	0	0	0	ok
20240528234833	1479.7000000178814	1838.2000000178814	0	0	0	0	ok
20240528234843	1915.9000000059605	0	1421.9000000059605	0	0	0	ok
20240528234852	1858.300000011921	1474.7999999821186	0	0	0	0	ok
20240528234902	1123.4000000059605	1513.800000011921	0	0	0	0	ok
20240528234911	1622	0	1629.5999999940395	0	0	0	ok
20240528234920	2674.600000023842	0	2505.199999988079	0	0	0	ok
20240528234933	1734.6000000238419	6268.799999982119	0	0	1	0	ok
20240528234947	1623	0	1448.2999999821186	0	0	0	ok
20240528234956	0	1137.8999999761581	1867.2999999821186	0	0	0	ok
20240528235006	0	1485.8999999761581	6266.5	0	0	1	ok
20240528235021	1771.300000011921	6536.5999999940395	0	0	1	0	ok
20240528235035	1177.9000000059605	0	1857.699999988079	0	0	0	ok
20240528235045	1807.4000000059605	0	1740.5	0	0	0	ok
20240528235054	0	6230	6351	0	1	1	ok
20240528235109	0	1726	6559.600000023842	0	0	2	ok
20240528235123	0	6552.4000000059605	1400.2000000178814	0	1	0	ok
20240528235138	6152.600000023842	0	1849.300000011921	1	0	0	ok
20240528235153	0	1559.9000000059605	1326.300000011921	0	0	0	ok
20240528235202	1874.7000000178814	0	6656.5	0	0	1	ok
20240528235217	6482.600000023842	1140	0	1	0	0	ok
20240528235231	0	1029.199999988079	1245.7000000178814	0	0	0	ok
20240528235241	1419.300000011921	11564.09999999404	0	0	3	0	ok
20240528235300	11563.09999999404	0	1323.7999999821186	2	0	0	ok
20240528235320	6905.9000000059605	1069.300000011921	0	1	0	0	ok
20240528235335	1764	1527.800000011921	0	0	0	0	ok
20240528235344	1314.2000000178814	0	1379	0	0	0	ok
20240528235354	12323.299999982119	0	2686.9000000059605	2	0	0	ok
20240528235413	1743	11567.699999988079	0	0	4	0	ok
20240528235433	0	1070.6000000238419	16223	0	0	5	ok
20240528235458	0	11687.199999988079	6516.699999988079	0	2	1	ok
20240528235518	16265.799999982119	6733.4000000059605	0	6	1	0	ok
20240528235543	11671.699999988079	16262.90000000596	0	2	4	0	ok
20240528235607	1142.4000000059605	0	6250.800000011921	0	0	2	ok
20240528235622	1181.4000000059605	6755.399999976158	0	0	1	0	ok
20240528235637	16845.100000023842	6136.200000017881	0	5	1	0	ok
20240528235702	6709.699999988079	1618	0	1	0	0	ok
20240528235716	0	1450.300000011921	6504.199999988079	0	0	1	ok
20240528235731	0	11623.09999999404	16798.69999998808	0	2	3	ok
20240528235756	1135.2000000178814	0	16222.699999988079	0	0	4	ok
20240528235820	0	1867.800000011921	6100.600000023842	0	0	1	ok
20240528235835	1165	0	1537.5999999940395	0	0	0	ok
20240528235844	0	1139.800000011921	16548.90000000596	0	0	5	ok
20240528235909	0	1427.300000011921	6424.0999999940395	0	0	1	ok
20240528235924	1736.4000000059605	0	1252.8999999761581	0	0	0	ok
20240528235933	6242.5	1728.199999988079	0	1	0	0	ok
20240528235948	6395.4000000059605	1560.199999988079	0	1	0	0	ok
20240529000002	1158.699999988079	6513.300000011921	0	0	2	0	ok
20240529000017	1674.5999999940395	1867.5999999940395	0	0	0	0	ok
20240529000027	1187.5	1285.4000000059605	0	0	0	0	ok
20240529000036	11533.800000011921	0	1342.300000011921	2	0	0	ok
20240529000056	1099.2999999821186	0	1206.1000000238419	0	0	0	ok
20240529000105	1683.9000000059605	0	1841.0999999940395	0	0	0	ok
20240529000115	1419.4000000059605	6815	0	0	1	0	ok
20240529000129	6170.5	0	1544	1	0	0	ok
20240529000144	1116.800000011921	0	1534	0	0	0	ok
20240529000153	1138.0999999940395	0	1896.3999999761581	0	0	0	ok
20240529000203	0	2862.5	3186.199999988079	0	0	0	ok
20240529000215	1952.4000000059605	0	1719.9000000059605	0	0	0	ok
20240529000224	2559.5	0	2391.4000000059605	0	0	0	ok
20240529000237	6584	6454.199999988079	0	1	1	0	ok
20240529000251	11198.199999988079	0	1313.7000000178814	3	0	0	ok
20240529000311	0	6115.699999988079	978.4000000059605	0	1	0	ok
20240529000325	1296.199999988079	0	1792.699999988079	0	0	0	ok
20240529000335	0	6484.4000000059605	6319.299999982119	0	1	1	ok
20240529000350	6585.899999976158	0	1771.7999999821186	1	0	0	ok
20240529000404	1226.0999999940395	1056.0999999940395	0	0	0	0	ok
20240529000414	2372.5999999940395	0	7457.300000011921	0	0	1	ok
20240529000428	6629.0999999940395	0	1658.199999988079	1	0	0	ok
20240529000443	0	1473	1305.5	0	0	0	ok
20240529000452	1377.2999999821186	1495.800000011921	0	0	0	0	ok
20240529000502	1071	6205.9000000059605	0	0	1	0	ok
20240529000516	1536.300000011921	0	1334.2999999821186	0	0	0	ok
20240529000526	0	1283.5999999940395	1760	0	0	0	ok
20240529000535	0	1774.7000000178814	1347.7999999821186	0	0	0	ok
20240529000545	1440.5999999940395	0	1642.5	0	0	0	ok
20240529000555	0	1726	1686	0	0	0	ok
20240529000604	0	1766.800000011921	1346.9000000059605	0	0	0	ok
20240529000613	6094	0	6160.399999976158	1	0	2	ok
20240529000628	0	1368.5999999940395	1799.800000011921	0	0	0	ok
20240529000637	6156.5	1633.4000000059605	0	1	0	0	ok
20240529000652	6603	1468.4000000059605	0	1	0	0	ok
20240529000707	6466.300000011921	0	1030.3999999761581	1	0	0	ok
20240529000721	6675.5999999940395	1699.5	0	1	0	0	ok
20240529000736	0	1651.2999999821186	1690.300000011921	0	0	0	ok
20240529000745	1055.699999988079	0	6470	0	0	1	ok
20240529000800	1808.9000000059605	1035.9000000059605	0	0	0	0	ok
20240529000809	1072.9000000059605	6439.5	0	0	2	0	ok
20240529000824	1780.9000000059605	0	6232.800000011921	0	0	1	ok
20240529000839	1103.5	11417.199999988079	0	0	2	0	ok
20240529000858	1316.2999999821186	1721.199999988079	0	0	0	0	ok
20240529000908	6608	0	1514.5	1	0	0	ok
20240529000922	1056	6419	0	0	1	0	ok
20240529000937	6823.399999976158	1691.9000000059605	0	1	0	0	ok
20240529000951	1181.300000011921	1266.0999999940395	0	0	0	0	ok
20240529001001	0	1636.5	1733.9000000059605	0	0	0	ok
20240529001010	6678.9000000059605	6490.9000000059605	0	1	1	0	ok
20240529001025	6312.0999999940395	1762.9000000059605	0	1	0	0	ok
20240529001040	16488.5	1302.9000000059605	0	3	0	0	ok
20240529001105	0	1352.5999999940395	1351.5	0	0	0	ok
20240529001114	6178.799999982119	1037.2000000178814	0	1	0	0	ok
20240529001129	1568.300000011921	0	1123.800000011921	0	0	0	ok
20240529001138	1600.0999999940395	1818.7000000178814	0	0	0	0	ok
20240529001148	1071.5	1776.199999988079	0	0	0	0	ok
20240529001157	1033	0	6130	0	0	1	ok
20240529001212	6067.800000011921	0	11732	1	0	2	ok
20240529001231	1204.300000011921	1026.9000000059605	0	0	0	0	ok
20240529001241	0	6192.800000011921	11037.59999999404	0	1	2	ok
20240529001301	0	31060	6725.300000011921	0	6	1	ok
20240529001341	11189.299999982119	0	1012.1999999880791	3	0	0	ok
20240529001400	1848.9000000059605	1755.5999999940395	0	0	0	0	ok
20240529001410	6054.700000017881	1482.9000000059605	0	1	0	0	ok
20240529001424	1737	5986.0999999940395	0	0	1	0	ok
20240529001439	7218.5999999940395	0	7285.199999988079	1	0	1	ok
20240529001454	0	1388.699999988079	6225.699999988079	0	0	1	ok
20240529001508	0	7462.5999999940395	2280.2999999821186	0	2	0	ok
20240529001523	11318.59999999404	1199.2999999821186	0	2	0	0	ok
20240529001543	1076.800000011921	6499.700000017881	0	0	1	0	ok
20240529001557	6034.800000011921	0	6175.200000017881	1	0	1	ok
20240529001612	1693.9000000059605	0	1431.9000000059605	0	0	0	ok
20240529001621	0	11781.5	1014.8000000119209	0	2	0	ok
20240529001641	11486.200000017881	0	11267.09999999404	2	0	2	ok
20240529001701	6743.0999999940395	0	977.8999999761581	2	0	0	ok
20240529001715	6812.9000000059605	0	6333.5999999940395	1	0	1	ok
20240529001730	1664.0999999940395	6129.5999999940395	0	0	1	0	ok
20240529001745	1662.699999988079	6424.5999999940395	0	0	2	0	ok
20240529001759	1360.199999988079	0	1137.4000000059605	0	0	0	ok
20240529001809	6106.4000000059605	6224	0	1	2	0	ok
20240529001823	1221.5	1100.7999999821186	0	0	0	0	ok
20240529001833	1814.300000011921	1689.2999999821186	0	0	0	0	ok
20240529001842	1726.8999999761581	0	5964.5	0	0	1	ok
20240529001857	1715	1616.5	0	0	0	0	ok
20240529001906	0	1174.5	5991.699999988079	0	0	1	ok
20240529001921	1372.2000000178814	0	6667.800000011921	0	0	2	ok
20240529001935	0	6402	16184	0	1	4	ok
20240529002000	0	1383.800000011921	1338.199999988079	0	0	0	ok
20240529002010	0	2291.199999988079	7372.300000011921	0	0	1	ok
20240529002024	6081.100000023842	0	1689.5	1	0	0	ok
20240529002039	0	1308.6000000238419	6377.299999982119	0	0	1	ok
20240529002053	1670.0999999940395	1794.8999999761581	0	0	0	0	ok
20240529002103	6477.300000011921	6335.399999976158	0	1	1	0	ok
20240529002117	11490.300000011921	0	1057.8999999761581	3	0	0	ok
20240529002137	11152.800000011921	1037.0999999940395	0	2	0	0	ok
20240529002157	1785.0999999940395	0	1058.199999988079	0	0	0	ok
20240529002206	0	6347.200000017881	16126.40000000596	0	1	3	ok
20240529002231	1192.2000000178814	0	1505.800000011921	0	0	0	ok
20240529002240	1090.8999999761581	0	1435.2999999821186	0	0	0	ok
20240529002250	1681.2000000178814	6138.199999988079	0	0	1	0	ok
20240529002304	6177.899999976158	0	985.5	1	0	0	ok
20240529002319	2174.300000011921	2856	0	0	0	0	ok
20240529002331	0	6203.699999988079	1284.699999988079	0	1	0	ok
20240529002346	0	1740.5999999940395	1019.2999999821186	0	0	0	ok
20240529002355	0	6056.4000000059605	6178.700000017881	0	1	1	ok
20240529002410	1761.4000000059605	6649.399999976158	0	0	1	0	ok
20240529002424	0	6366.700000017881	1664.6000000238419	0	2	0	ok
20240529002439	1891	1044.1000000238419	0	0	0	0	ok
20240529002449	1103.4000000059605	16156.5	0	0	4	0	ok
20240529002513	6126.800000011921	0	6300.700000017881	1	0	1	ok
20240529002528	1316	1524.5	0	0	0	0	ok
20240529002538	0	6045.5999999940395	6107.399999976158	0	1	1	ok
20240529002552	12760.40000000596	0	7639.5999999940395	2	0	1	ok
20240529002614	6080.4000000059605	0	11172.90000000596	1	0	2	ok
20240529002634	1418.5999999940395	6733.5999999940395	0	0	1	0	ok
20240529002649	0	1370.5999999940395	16467.79999998212	0	0	3	ok
20240529002714	7903	3007.600000023842	0	1	0	0	ok
20240529002731	6475.200000017881	0	11639.90000000596	1	0	2	ok
20240529002750	11680.699999988079	11026.199999988079	0	2	2	0	ok
20240529002810	6073.700000017881	6421	0	1	2	0	ok
20240529002825	1602.300000011921	21719	0	0	4	0	ok
20240529002854	0	1347.199999988079	11120.700000017881	0	0	2	ok
20240529002914	1803.699999988079	0	6299.0999999940395	0	0	1	ok
20240529002929	1306.0999999940395	0	6159	0	0	1	ok
20240529002943	0	2846.100000023842	7460.700000017881	0	0	1	ok
20240529003000	1393.9000000059605	11181.59999999404	0	0	2	0	ok
20240529003020	0	6146	997.6999999880791	0	1	0	ok
20240529003034	0	6571.5	6163.800000011921	0	1	1	ok
20240529003049	1096	0	11429	0	0	3	ok
20240529003109	11442.40000000596	1040.5999999940395	0	3	0	0	ok
20240529003129	12356.90000000596	2750.0999999940395	0	2	0	0	ok
20240529003148	0	1742	1625	0	0	0	ok
20240529003158	1876	0	1562.0999999940395	0	0	0	ok
20240529003207	0	1737	1322.300000011921	0	0	0	ok
20240529003217	6163.800000011921	6055.800000011921	0	1	1	0	ok
20240529003232	0	1475.1000000238419	991.4000000059605	0	0	0	ok
20240529003241	6181.300000011921	1643.5	0	1	0	0	ok
20240529003256	0	16439.80000001192	5990.4000000059605	0	3	1	ok
20240529003320	0	1697.9000000059605	1153.199999988079	0	0	0	ok
20240529003330	2197	0	2862.199999988079	0	0	0	ok
20240529003342	6018.399999976158	0	6145	1	0	1	ok
20240529003357	0	1412.2000000178814	1027.800000011921	0	0	0	ok
20240529003406	0	1046.3999999761581	1676.199999988079	0	0	0	ok
20240529003416	1461.0999999940395	0	1779.300000011921	0	0	0	ok
20240529003425	1638.2000000178814	1481.5	0	0	0	0	ok
20240529003435	0	6483.300000011921	1026.6000000238419	0	2	0	ok
20240529003449	1478.699999988079	0	6027	0	0	1	ok
20240529003504	11114.799999982119	1751.300000011921	0	2	0	0	ok
20240529003523	6813	0	6282.700000017881	2	0	1	ok
20240529003538	0	1591.5	1745.9000000059605	0	0	0	ok
20240529003547	6089.899999976158	6189.199999988079	0	1	1	0	ok
20240529003602	16375.59999999404	1507.9000000059605	0	3	0	0	ok
20240529003627	0	1711.9000000059605	6522.699999988079	0	0	1	ok
20240529003641	1423.800000011921	11477.600000023842	0	0	2	0	ok
20240529003701	1046.699999988079	0	6401.800000011921	0	0	1	ok
20240529003715	0	6631.300000011921	6426.100000023842	0	1	1	ok
20240529003730	1053.1000000238419	1765	0	0	0	0	ok
20240529003740	0	11787.40000000596	6029.200000017881	0	4	1	ok
20240529003759	11494	0	1026.5999999940395	3	0	0	ok
20240529003819	18046.59999999404	0	2342.800000011921	4	0	0	ok
20240529003846	1051.5999999940395	0	16123.09999999404	0	0	3	ok
20240529003911	0	1050.4000000059605	6648.300000011921	0	0	2	ok
20240529003926	0	6600.4000000059605	1453.5999999940395	0	1	0	ok
20240529003940	7831.4000000059605	2419.699999988079	0	1	0	0	ok
20240529003957	0	1294.5	16135.300000011921	0	0	4	ok
20240529004022	1521.5	0	1324.7000000178814	0	0	0	ok
20240529004032	11072.5	0	6702.199999988079	2	0	1	ok
20240529004052	1088.0999999940395	1691.4000000059605	0	0	0	0	ok
20240529004101	1556.3999999761581	6584.800000011921	0	0	1	0	ok
20240529004116	1813.5	0	1322.300000011921	0	0	0	ok
20240529004125	6235.799999982119	0	1044.199999988079	1	0	0	ok
20240529004140	0	1005.1999999880791	1448.8999999761581	0	0	0	ok
20240529004149	6742.4000000059605	0	1355.199999988079	1	0	0	ok
20240529004204	1361.7999999821186	0	6405.0999999940395	0	0	1	ok
20240529004218	1655.0999999940395	1877.800000011921	0	0	0	0	ok
20240529004228	1092.7999999821186	0	6452.5	0	0	2	ok
20240529004243	6409.5999999940395	0	6500.0999999940395	1	0	1	ok
20240529004257	6232.9000000059605	0	1355.9000000059605	1	0	0	ok
20240529004312	0	1061.0999999940395	6435.699999988079	0	0	1	ok
20240529004326	6772.5	0	1309.3999999761581	2	0	0	ok
20240529004341	0	1330.800000011921	1687.5	0	0	0	ok
20240529004350	6332.5999999940395	0	6648.800000011921	1	0	1	ok
20240529004405	1039.2999999821186	0	11164.5	0	0	2	ok
20240529004424	6466.799999982119	1032.199999988079	0	1	0	0	ok
20240529004439	0	1066	1408.5	0	0	0	ok
20240529004448	1217.2000000178814	1357.9000000059605	0	0	0	0	ok
20240529004458	0	1750.3999999761581	1351.5999999940395	0	0	0	ok
20240529004507	1443.9000000059605	0	1021.7999999821186	0	0	0	ok
20240529004517	1736.2999999821186	1059.4000000059605	0	0	0	0	ok
20240529004526	1083.5	1412.0999999940395	0	0	0	0	ok
20240529004536	0	6029	1459.4000000059605	0	1	0	ok
20240529004550	6062.899999976158	1196	0	1	0	0	ok
20240529004605	1068.2000000178814	6763.9000000059605	0	0	1	0	ok
20240529004619	1665.800000011921	0	1720.800000011921	0	0	0	ok
20240529004629	1363.2000000178814	0	6092.4000000059605	0	0	1	ok
20240529004644	0	11218.199999988079	1681.5	0	2	0	ok
20240529004703	0	1695.800000011921	6327.699999988079	0	0	1	ok
20240529004718	1644.2000000178814	1411.699999988079	0	0	0	0	ok
20240529004727	6736.0999999940395	1383.7000000178814	0	1	0	0	ok
20240529004742	0	6017.0999999940395	1734.5	0	1	0	ok
20240529004756	11231.90000000596	1027.0999999940395	0	2	0	0	ok
20240529004816	6744.199999988079	1671.699999988079	0	1	0	0	ok
20240529004831	6801.5	6369.5999999940395	0	1	1	0	ok
20240529004845	0	6231.800000011921	6329.9000000059605	0	1	1	ok
20240529004900	11813.699999988079	0	11282.40000000596	2	0	2	ok
20240529004920	6290.800000011921	0	11125.700000017881	1	0	2	ok
20240529004939	0	6414.600000023842	1346.4000000059605	0	1	0	ok
20240529004954	0	6057.0999999940395	6152.0999999940395	0	1	1	ok
20240529005009	11779.799999982119	0	1339.5999999940395	3	0	0	ok
20240529005028	1101.4000000059605	11719	0	0	3	0	ok
20240529005048	0	11435.899999976158	6008.9000000059605	0	3	1	ok
20240529005108	1070.0999999940395	6535.9000000059605	0	0	1	0	ok
20240529005122	0	11508.40000000596	1044.199999988079	0	2	0	ok
20240529005142	6347.200000017881	6207.100000023842	0	1	1	0	ok
20240529005157	11249.899999976158	1082.7000000178814	0	2	0	0	ok
20240529005216	0	6015.4000000059605	1134.2000000178814	0	1	0	ok
20240529005231	1075.0999999940395	0	11394.90000000596	0	0	3	ok
20240529005251	6836.4000000059605	1653.199999988079	0	2	0	0	ok
20240529005305	11805.300000011921	0	993.6999999880791	2	0	0	ok
20240529005325	1792.800000011921	1038.3999999761581	0	0	0	0	ok
20240529005334	6482	0	6303.5	2	0	1	ok
20240529005349	0	1510.4000000059605	11568.5	0	0	2	ok
20240529005409	0	1023.3000000119209	11433.300000011921	0	0	3	ok
20240529005428	1060.7999999821186	6166.300000011921	0	0	1	0	ok
20240529005443	0	6759.5	1699	0	1	0	ok
20240529005457	0	6042.199999988079	6677.699999988079	0	1	1	ok
20240529005512	1504	0	1634.7999999821186	0	0	0	ok
20240529005521	1060.699999988079	6135.9000000059605	0	0	1	0	ok
20240529005536	6546.5	1070.5	0	2	0	0	ok
20240529005551	1685.800000011921	0	6152.199999988079	0	0	1	ok
20240529005605	6725.700000017881	0	1044.5999999940395	1	0	0	ok
20240529005620	1819.199999988079	0	1036.4000000059605	0	0	0	ok
20240529005629	6431.799999982119	1367	0	2	0	0	ok
20240529005644	1671.9000000059605	6729.199999988079	0	0	1	0	ok
20240529005658	1620.9000000059605	1487	0	0	0	0	ok
20240529005708	1291	1767.800000011921	0	0	0	0	ok
20240529005717	1617.5999999940395	1752.300000011921	0	0	0	0	ok
20240529005727	1524.800000011921	0	1660.9000000059605	0	0	0	ok
20240529005736	0	6187.4000000059605	6328	0	1	1	ok
20240529005751	0	6000.0999999940395	1383.300000011921	0	1	0	ok
20240529005806	2875.2000000178814	0	2971.300000011921	0	0	0	ok
20240529005818	1757.5999999940395	1037.5	0	0	0	0	ok
20240529005827	1347.2999999821186	0	1778.1000000238419	0	0	0	ok
20240529005837	1675.4000000059605	6162.699999988079	0	0	1	0	ok
20240529005851	0	1372	6112.600000023842	0	0	1	ok
20240529005906	1312.4000000059605	6493	0	0	1	0	ok
20240529005921	6514.5999999940395	0	6368.9000000059605	2	0	1	ok
20240529005935	7166	0	12269	1	0	2	ok
20240529005955	1507	0	1029.5999999940395	0	0	0	ok
20240529010005	2945	0	2121.300000011921	0	0	0	ok
20240529010017	0	1094.5999999940395	1461.4000000059605	0	0	0	ok
20240529010026	6806.699999988079	0	1300.4000000059605	1	0	0	ok
20240529010041	1767	1586.1000000238419	0	0	0	0	ok
20240529010050	0	1753.5999999940395	1325.5999999940395	0	0	0	ok
20240529010100	1727.9000000059605	0	1648.2000000178814	0	0	0	ok
20240529010109	1672.800000011921	0	1437.9000000059605	0	0	0	ok
20240529010119	6144.9000000059605	0	1000.0999999940395	1	0	0	ok
20240529010133	1494.4000000059605	0	1240.4000000059605	0	0	0	ok
20240529010143	11191.40000000596	0	5988.4000000059605	3	0	1	ok
20240529010203	1088.800000011921	0	6456	0	0	1	ok
20240529010217	1790.300000011921	1754.300000011921	0	0	0	0	ok
20240529010227	1599.5	11730.200000017881	0	0	2	0	ok
20240529010246	1522	1081.5	0	0	0	0	ok
20240529010256	0	1705.5	1703.5999999940395	0	0	0	ok
20240529010305	0	6058.4000000059605	6173.5999999940395	0	1	2	ok
20240529010320	11215.40000000596	0	1575.2999999821186	3	0	0	ok
20240529010340	0	6120.5999999940395	6631.199999988079	0	1	1	ok
20240529010354	1307.2000000178814	0	6770.5999999940395	0	0	1	ok
20240529010409	11430	6050.199999988079	0	2	1	0	ok
20240529010429	0	6702.5999999940395	998.4000000059605	0	1	0	ok
20240529010443	16194.40000000596	0	1327.699999988079	5	0	0	ok
20240529010508	0	6756.199999988079	1031.7000000178814	0	1	0	ok
20240529010523	0	11342.100000023842	6480.300000011921	0	2	2	ok
20240529010543	6414.0999999940395	0	1026.7999999821186	1	0	0	ok
20240529010557	6226	1687.7000000178814	0	1	0	0	ok
20240529010612	6817.5	1026.5	0	1	0	0	ok
20240529010626	6171.4000000059605	0	1012.6999999880791	1	0	0	ok
20240529010641	0	6752.800000011921	1317.7999999821186	0	1	0	ok
20240529010655	0	11844.699999988079	11006.799999982119	0	2	2	ok
20240529010715	1078.5	6510.5	0	0	2	0	ok
20240529010730	0	7835.5	7886	0	1	1	ok
20240529010747	2950.0999999940395	12682.800000011921	0	0	2	0	ok
20240529010809	0	3139	8230.799999982119	0	0	1	ok
20240529010826	6173.300000011921	0	1280.199999988079	1	0	0	ok
20240529010841	1727	1534.199999988079	0	0	0	0	ok
20240529010850	0	6425.199999988079	6047.0999999940395	0	1	1	ok
20240529010905	6481.5	0	6644.899999976158	1	0	1	ok
20240529010920	0	16497.40000000596	1052.5	0	4	0	ok
20240529010944	2674.300000011921	2731.5	0	0	0	0	ok
20240529010957	16519.30000001192	0	1033.2000000178814	3	0	0	ok
20240529011021	11216	0	6038.700000017881	2	0	1	ok
20240529011041	1343.5	1499.2000000178814	0	0	0	0	ok
20240529011050	11760.800000011921	0	1330.0999999940395	2	0	0	ok
20240529011110	6759.9000000059605	1376.800000011921	0	1	0	0	ok
20240529011125	11080.300000011921	6195.5	0	2	1	0	ok
20240529011144	1595.300000011921	0	1712.9000000059605	0	0	0	ok
20240529011154	1483.7999999821186	0	1277.0999999940395	0	0	0	ok
20240529011204	0	1030.699999988079	1402.2000000178814	0	0	0	ok
20240529011213	0	1255.0999999940395	1189.5999999940395	0	0	0	ok
20240529011223	1566.2999999821186	1616.7000000178814	0	0	0	0	ok
20240529011232	6379.4000000059605	0	6152.9000000059605	1	0	1	ok
20240529011247	1531	0	6014.800000011921	0	0	1	ok
